Argument ID	Part	Usage	Conclusion	Stance	Premise
A08016	usa	train	We should allow the use of cannabis.	against	More children will get a hold of it if cannabis is legalized.
A08018	usa	train	We should stop allowing the right to keep and bear arms.	in favor of	Too many people die from gun violence in America, so the right to keep and bear arms should be abolished.
A08019	usa	train	We should stop using school uniforms.	in favor of	The school uniform is not up to date.
A08020	usa	train	The three-strikes laws should be abolished.	in favor of	Three strike laws perpetuate the for profit prison industrial complex and don't actually address the underlying issues driving people to commit crimes.
A09001	usa	train	We should not serve fast food.	in favor of	Increased Obesity and many health problems are caused by this.
A09002	usa	train	We should allow the use of cannabis.	in favor of	It seems that cannabis is still illegal because it is a non-addictive natural substance that is less harmful than tobacco and alcohol.
A09003	usa	train	We should not use child actors.	against	The right to work is not a reason to prohibit the use of child actors.
A09004	usa	train	We should not serve fast food.	against	When you need a quick meal on the run, fast food is more healthy than snacking on chocolate bars or other junk food.
A09005	usa	train	The Church of Scientologists should be banned.	against	The government should not have a say in what people are allowed to do.
A09006	usa	train	We should stop allowing the right to keep and bear arms.	against	If everyone has a gun, it can help stop mass shootings.
A09007	usa	train	We should use neutral language.	against	Language changes can be made without a legislated process.
A09008	usa	train	We should stop algorithmic trading.	against	It is up to people if they want to use it.
A09009	usa	train	We should allow organ trade.	against	Organ trade is not a good idea because people would be selling their organs for money.
A09011	usa	train	The three-strikes laws should be abolished.	in favor of	Three strikes laws punish people who have been pushed into crime by their background.
A09012	usa	train	We should fight for the abolition of nuclear weapons.	against	We need to keep our country safe.
A09013	usa	train	We should stop the development of cars.	against	People can spend more time on things they enjoy doing during their commute if they use the self-drive cars.
A09015	usa	train	libertarianism should be adopted by us.	against	libertarianism doesn't account for the obvious public needs that are better served by collective action.
A09016	usa	train	Intelligence tests can bring harm.	in favor of	Intelligence test can cause certain students to be pigeon holed and cause them to have low opinions of themselves because they can not score as high as others.
A09017	usa	train	The Church of Scientologists should be banned.	in favor of	The church of scientology encourages isolation.
A09019	usa	train	It should be a criminal offense to assist in suicide.	in favor of	I don't think that a sick person is capable of living if they don't want to, no matter how much suffering we have in life.
A09020	usa	train	We should stop profiling people.	against	There is no need to stop racial profiling because it works.
A09021	usa	train	We should support the encyclopedia.	in favor of	Providing subsidies would allow more money to be spent on the editing process, which would make wikepedia a more reliable source of information.
A09022	usa	train	We should stop using safe spaces.	in favor of	safe spaces leave people unprepared because they shield them from realities of the world.
